SourceHash,RawStoredPath,ExportedAtLocal,ExportedAtTimeZone,AccountId,MaskedAccount,AccountLabel,Symbol,Status,Side,PositionEffect,Quantity,OrderType,OrderPrice,Fill,FillQuantity,FillPrice,Market,Time,Date,Description
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,50,Limit,16.599,50 @ 16.599,50,16.599,--,2026-06-12 17:32:51,2026-06-12,Sell 50 Shares @ 16.599 Limit EXT to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Expired,Buy,Open,50,Limit,15.807,--,,,--,2026-06-12 16:06:29,2026-06-12,Buy 50 Shares @ 15.807 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Expired,Buy,Open,100,Limit,15.389,--,,,--,2026-06-12 16:06:29,2026-06-12,Buy 100 Shares @ 15.389 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,50,Limit,16.234,50 @ 16.234,50,16.234,--,2026-06-12 16:02:00,2026-06-12,Buy 50 Shares @ 16.234 Limit EXT to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Expired,Sell,Close,50,Limit,16.299,--,,,--,2026-06-12 16:00:11,2026-06-12,Sell 50 Shares @ 16.299 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,FN,Filled,Sell,,,,,5 @ 61.101,5,61.101,--,2026-06-12 16:00:11,2026-06-12,Sell 5 Shares @ Market CLO to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Expired,Buy,Open,50,Limit,15.999,--,,,--,2026-06-12 16:00:09,2026-06-12,Buy 50 Shares @ 15.999 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,AGX,Filled,Sell,,,,,5 @ 64.168,5,64.168,--,2026-06-12 16:00:06,2026-06-12,Sell 5 Shares @ Market CLO to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,AUGO,Filled,Sell,,,,,35 @ 6.089,35,6.089,--,2026-06-12 16:00:03,2026-06-12,Sell 35 Shares @ Market CLO to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,50,Limit,16.399,--,,,--,2026-06-12 15:56:53,2026-06-12,Sell 50 Shares @ 16.399 Limit GTC to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,50,Limit,16.499,--,,,--,2026-06-12 15:56:21,2026-06-12,Sell 50 Shares @ 16.499 Limit GTC to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,50,Market,Market,50 @ 16.151,50,16.151,--,2026-06-12 15:36:04,2026-06-12,Sell 50 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,150,Limit,16.178,150 @ 16.178,150,16.178,--,2026-06-12 15:35:05,2026-06-12,Sell 150 Shares @ 16.178 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,50,Market,Market,50 @ 15.935,50,15.935,--,2026-06-12 15:32:35,2026-06-12,Buy 50 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,50,Limit,16.499,--,,,--,2026-06-12 15:30:19,2026-06-12,Sell 50 Shares @ 16.499 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,50,Limit,16.706,--,,,--,2026-06-12 15:27:01,2026-06-12,Sell 50 Shares @ 16.706 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,50,Limit,16.299,50 @ 16.299,50,16.299,--,2026-06-12 15:21:38,2026-06-12,Buy 50 Shares @ 16.299 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,50,Limit,16.726,--,,,--,2026-06-12 15:17:18,2026-06-12,Sell 50 Shares @ 16.726 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,100,Limit,17.085,--,,,--,2026-06-12 15:10:04,2026-06-12,Sell 100 Shares @ 17.085 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,50,Limit,16.666,50 @ 16.627,50,16.627,--,2026-06-12 15:08:21,2026-06-12,Buy 50 Shares @ 16.666 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,100,Limit,15.899,--,,,--,2026-06-12 14:42:42,2026-06-12,Buy 100 Shares @ 15.899 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,100,Limit,16.123,--,,,--,2026-06-12 14:41:50,2026-06-12,Buy 100 Shares @ 16.123 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,100,Market,Market,100 @ 16.959,100,16.959,--,2026-06-12 14:39:37,2026-06-12,Sell 100 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,100,Limit,17.389,--,,,--,2026-06-12 14:39:37,2026-06-12,Sell 100 Shares @ 17.389 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,MSFT,Filled,Buy,Open,10,Market,Market,10 @ 38.749,10,38.749,--,2026-06-12 14:27:01,2026-06-12,Buy 10 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,BTG,Filled,Sell,Close,1000,Market,Market,1000 @ 0.422,1000,0.422,--,2026-06-12 14:26:10,2026-06-12,Sell 1000 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,200,Limit,16.999,200 @ 16.999,200,16.999,--,2026-06-12 14:24:27,2026-06-12,Sell 200 Shares @ 16.999 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,200,Market,Market,200 @ 16.783,200,16.783,--,2026-06-12 14:20:36,2026-06-12,Buy 200 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,100,Market,Market,100 @ 16.712,100,16.712,--,2026-06-12 14:18:29,2026-06-12,Buy 100 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,300,Market,Market,300 @ 16.56,300,16.56,--,2026-06-12 14:17:20,2026-06-12,Sell 300 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,100,Limit,155.55 Stop 144.02,--,,,--,2026-06-12 14:15:43,2026-06-12,Sell 100 Shares @ 155.55 Stop 144.02 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,50,Market,Market,50 @ 16.828,50,16.828,--,2026-06-12 14:15:19,2026-06-12,Buy 50 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,BE,Filled,Sell,Close,10,Market,Market,10 @ 25.917,10,25.917,--,2026-06-12 14:09:44,2026-06-12,Sell 10 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,MXL,Filled,Sell,Close,100,Market,Market,100 @ 8.486,100,8.486,--,2026-06-12 14:07:49,2026-06-12,Sell 100 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,100,Limit,17.055,100 @ 17.055,100,17.055,--,2026-06-12 14:07:26,2026-06-12,Buy 100 Shares @ 17.055 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,100,Limit,16.799,--,,,--,2026-06-12 14:06:29,2026-06-12,Buy 100 Shares @ 16.799 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,CRWV,Filled,Sell,Close,25,Market,Market,25 @ 10.346,25,10.346,--,2026-06-12 14:05:18,2026-06-12,Sell 25 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,CRWV,Filled,Sell,Close,25,Market,Market,25 @ 10.316,25,10.316,--,2026-06-12 14:04:52,2026-06-12,Sell 25 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,50,Limit,17.302,50 @ 17.302,50,17.302,--,2026-06-12 14:03:59,2026-06-12,Sell 50 Shares @ 17.302 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,200,Limit,145.55 Stop 144.02,--,,,--,2026-06-12 14:01:36,2026-06-12,Sell 200 Shares @ 145.55 Stop 144.02 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,100,Limit,17.012,--,,,--,2026-06-12 13:55:05,2026-06-12,Buy 100 Shares @ 17.012 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,250,Limit,145.55 Stop 144.02,--,,,--,2026-06-12 13:47:13,2026-06-12,Sell 250 Shares @ 145.55 Stop 144.02 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,100,Market,Market,100 @ 17.276,100,17.276,--,2026-06-12 13:43:32,2026-06-12,Sell 100 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,100,Limit,16.699,--,,,--,2026-06-12 13:41:38,2026-06-12,Buy 100 Shares @ 16.699 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,GDMN,Filled,Sell,Close,100,Limit,8.099,100 @ 8.099,100,8.099,--,2026-06-12 13:41:05,2026-06-12,Sell 100 Shares @ 8.099 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,100,Limit,16.678,--,,,--,2026-06-12 13:40:57,2026-06-12,Buy 100 Shares @ 16.678 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,50,Limit,17.123,50 @ 17.123,50,17.123,--,2026-06-12 13:35:32,2026-06-12,Sell 50 Shares @ 17.123 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,100,Market,Market,100 @ 17.019,100,17.019,--,2026-06-12 13:34:15,2026-06-12,Buy 100 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,100,Limit,16.699,--,,,--,2026-06-12 13:33:21,2026-06-12,Buy 100 Shares @ 16.699 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,100,Limit,16.999,100 @ 16.999,100,16.999,--,2026-06-12 13:31:47,2026-06-12,Buy 100 Shares @ 16.999 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Sell,Close,216,Limit,145.55 Stop 144.02,--,,,--,2026-06-12 13:23:57,2026-06-12,Sell 216 Shares @ 145.55 Stop 144.02 Limit to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SOXX,Filled,Sell,Close,7,Limit,60.199,7 @ 60.199,7,60.199,--,2026-06-12 13:22:08,2026-06-12,Sell 7 Shares @ 60.199 Limit GTC to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,66,Market,Market,66 @ 17.294,66,17.294,--,2026-06-12 12:58:10,2026-06-12,Sell 66 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Canceled,Buy,Open,200,Limit,14.999,--,,,--,2026-06-12 12:57:45,2026-06-12,Buy 200 Shares @ 14.999 Limit to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,100,Market,Market,100 @ 17.151,100,17.151,--,2026-06-12 12:57:05,2026-06-12,Sell 100 Shares @ Market to Close
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,100,Market,Market,100 @ 17.219,100,17.219,--,2026-06-12 12:54:19,2026-06-12,Buy 100 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Buy,Open,100,Market,Market,100 @ 16.978,100,16.978,--,2026-06-12 12:53:23,2026-06-12,Buy 100 Shares @ Market to Open
0cfef22fdb6b3021e5fa880f46aca2f17b89bca70a78131eed899034ed7ae4e9,data/raw/etrade/orders/20260701-235622-0cfef22fdb6b-demo-a-Orders.csv,2026-07-01 19:27:00,EST,900001001,x1001,Traditional IRA - x1001,SPCX,Filled,Sell,Close,100,Limit,16.999,100 @ 16.999,100,16.999,--,2026-06-12 12:52:19,2026-06-12,Sell 100 Shares @ 16.999 Limit to Close
